ORF,ranks,weighted_rank
YHR191C,256,0.314740522
YHR192W,88,0.306795432
YHR193C,689,0.413510753
YHR193C-A,1,0.901901902
YHR194W,109,0.36204094
YHR195W,131,0.329168864
YHR196W,408,0.576107971
YHR197W,407,0.528899907
YHR198C,51,0.39900685
YHR199C,68,0.305614438
YHR199C-A,49,0.324058753
YHR200W,655,0.369888973
YHR201C,193,0.267303573
YHR202W,238,0.280528428
YHR203C,822,0.523312851
YHR204W,173,0.41431605
YHR205W,688,0.379015644
YHR206W,827,0.313543289
YHR207C,423,0.279953713
YHR208W,431,0.30307802
YHR209W,469,0.26131462
YHR210C,174,0.302054928
YHR211W,124,0.292921954
YHR212W-A,16,0.406781782
YHR213W,140,0.374338624
YHR213W-A,27,0.425536648
YHR213W-B,19,0.291449344
YHR214C-B,16,0.258008008
YHR214C-C,15,0.21021021
YHR214C-D,2,0.413413413
YHR214C-E,1,0.551551552
YHR214W,108,0.382057984
YHR214W-A,37,0.377133891
YHR215W,183,0.350306591
YHR216W,654,0.285530178
YHR217C,56,0.58549621
YHR218W,178,0.549757623
YHR218W-A,42,0.723652224
YHR219W,110,0.5002457
YIL001W,430,0.258570198
YIL002C,206,0.372037086
YIL002W-A,20,0.238238238
YIL003W,364,0.284185284
YIL004C,213,0.459106994
YIL005W,451,0.260102675
YIL006W,114,0.265405757
YIL007C,471,0.337012171
YIL008W,345,0.323140532
YIL009C-A,145,0.366801284
YIL009W,221,0.28610058
YIL010W,470,0.268278917
YIL011W,157,0.314486461
YIL013C,140,0.335535536
YIL014C-A,69,0.39176858
YIL014W,72,0.367617618
YIL015W,262,0.329524181
YIL016W,84,0.406382573
YIL017C,156,0.325068658
YIL018W,787,0.539647653
YIL019W,344,0.586988151
YIL020C,530,0.284941545
YIL020C-A,1,0.787787788
YIL021C-A,1,0.787787788
YIL021W,1031,0.428753681
YIL022W,388,0.397268402
YIL023C,339,0.278523361
YIL024C,6,0.377877878
YIL025C,14,0.397754898
YIL026C,252,0.377444905
YIL027C,73,0.329822974
YIL028W,16,0.391266266
YIL029C,14,0.44008294
YIL029W-A,1,0.788788789
YIL030C,438,0.346316636
YIL030W-A,1,0.941941942
YIL031W,410,0.303733001
YIL033C,872,0.315633294
YIL034C,296,0.328517707
YIL035C,592,0.414296053
YIL036W,404,0.278716836
YIL037C,68,0.387004652
YIL038C,271,0.312367718
YIL039W,176,0.331246019
YIL040W,183,0.349491568
YIL041W,173,0.302585823
YIL042C,329,0.299268874
YIL043C,296,0.281555204
YIL044C,228,0.290382488
YIL045W,149,0.327260146
YIL046W,359,0.487230964
YIL046W-A,4,0.315315315
YIL047C,93,0.385385385
YIL047C-A,1,0.901901902
YIL048W,212,0.333904659
YIL049W,109,0.374144787
YIL050W,196,0.346693632
YIL051C,252,0.27705086
YIL052C,439,0.595109916
YIL053W,348,0.276509268
YIL054W,66,0.390329724
YIL055C,64,0.292495621
YIL056W,99,0.309076754
YIL057C,105,0.315639449
YIL059C,2,0.569069069
YIL060W,38,0.505768927
YIL061C,371,0.404598669
YIL062C,183,0.351783477
YIL063C,316,0.297788295
YIL064W,233,0.32651106
YIL065C,296,0.375108216
YIL066C,652,0.344095629
YIL066W-A,1,0.970970971
YIL067C,20,0.413113113
YIL068C,322,0.389373846
YIL068W-A,18,0.243688133
YIL069C,518,0.627353222
YIL070C,296,0.329968482
YIL071C,94,0.394117522
YIL071W-A,1,0.955955956
YIL072W,244,0.378907596
YIL073C,214,0.364888253
YIL074C,584,0.277517243
YIL075C,494,0.381839329
YIL076W,314,0.337684819
YIL077C,120,0.319402736
YIL078W,873,0.321651548
YIL079C,405,0.323414773
YIL082W,61,0.281740757
YIL082W-A,45,0.297630964
YIL083C,277,0.307751795
YIL084C,219,0.373505926
YIL085C,90,0.325825826
YIL086C,1,0.196196196
YIL087C,193,0.302935059
YIL088C,39,0.309155309
YIL089W,23,0.541802672
YIL090W,170,0.310893246
YIL091C,508,0.559289605
YIL092W,34,0.417329094
YIL093C,137,0.639274311
YIL094C,592,0.305261342
YIL095W,340,0.322257552
YIL096C,381,0.49066652
YIL097W,194,0.313973768
YIL098C,150,0.327660994
YIL099W,240,0.307399066
YIL100C-A,1,0.970970971
YIL100W,1,0.970970971
YIL101C,353,0.341919824
YIL102C,29,0.664492078
YIL102C-A,21,0.822298489
YIL103W,404,0.350508925
YIL104C,243,0.325209984
YIL105C,239,0.367145388
YIL105W-A,1,0.555555556
YIL106W,239,0.368447946
YIL107C,313,0.283580705
YIL108W,25,0.496336336
YIL109C,378,0.391730355
YIL110W,320,0.312772147
YIL111W,284,0.360977174
YIL112W,601,0.272778602
YIL113W,365,0.275812799
YIL114C,394,0.292139856
YIL115C,301,0.391038879
YIL115W-A,6,0.282949616
YIL116W,526,0.305505125
YIL117C,100,0.334424424
YIL118W,480,0.325663163
YIL119C,116,0.310241276
YIL120W,169,0.325254248
YIL121W,202,0.313263759
YIL122W,75,0.370543877
YIL123W,88,0.316873692
YIL124W,329,0.295690828
YIL125W,675,0.345051718
YIL126W,765,0.313474259
YIL127C,331,0.601767931
YIL128W,451,0.320196028
YIL129C,229,0.321120247
YIL130W,117,0.321038988
YIL131C,490,0.310557496
YIL132C,120,0.485969303
YIL133C,865,0.496266208
YIL134C-A,12,0.229646313
YIL134W,163,0.323796189
YIL135C,80,0.405955956
YIL136W,417,0.427112964
YIL137C,493,0.29180499
YIL138C,298,0.312883353
YIL139C,109,0.489287453
YIL140W,157,0.363191217
YIL141W,6,0.250417084
YIL142C-A,1,0.941941942
YIL142W,861,0.364856145
YIL143C,397,0.491148579
YIL144W,421,0.503505881
YIL145C,337,0.28812492
YIL146C,139,0.475612303
YIL147C,360,0.300678456
YIL148W,696,0.534218126
YIL149C,421,0.432104313
YIL150C,304,0.445573863
YIL151C,87,0.360774568
YIL152W,42,0.431717432
YIL153W,287,0.354389232
YIL154C,44,0.456342706
YIL155C,706,0.328575034
YIL156W,314,0.34053799
YIL156W-A,1,0.905905906
YIL156W-B,46,0.467380424
YIL157C,134,0.382815651
YIL158W,35,0.356699557
YIL159W,400,0.347387387
YIL160C,589,0.345467709
YIL161W,20,0.422022022
YIL162W,553,0.34117662
YIL163C,17,0.347700642
YIL164C,240,0.274115782
YIL165C,241,0.294306755
YIL166C,80,0.327665165
YIL169C,167,0.304160448
YIL172C,132,0.300838718
YIL173W,138,0.273091933
YIL176C,120,0.440215215
YIL177C,126,0.428468151
YIL177W-A,3,0.736736737
YIR001C,374,0.332835509
YIR002C,462,0.378573379
YIR003W,100,0.399079079
YIR004W,221,0.336526572
YIR005W,314,0.387782687
YIR006C,318,0.3563658
YIR007W,472,0.365074821
YIR008C,415,0.437162464
YIR009W,361,0.445010107
YIR010W,210,0.475437342
YIR011C,80,0.343981481
YIR012W,385,0.472482872
YIR013C,238,0.226810844
YIR014W,70,0.388445588
YIR015W,113,0.36338108
YIR016W,98,0.305989663
YIR017C,185,0.363628493
YIR018C-A,1,0.275275275
YIR018W,203,0.372091303
YIR019C,364,0.375688876
YIR020C,32,0.587556306
YIR020C-B,1,0.900900901
YIR021W,110,0.398225498
YIR021W-A,1,0.277277277
YIR022W,484,0.299863914
YIR023C-A,7,0.242385242
YIR023W,183,0.375730922
YIR024C,95,0.432348138
YIR025W,83,0.540226974
YIR026C,637,0.389109675
YIR027C,559,0.263096728
YIR028W,194,0.334344654
YIR029W,157,0.335061176
YIR030C,87,0.294282789
YIR030W-A,1,0.970970971
YIR031C,276,0.374145885
YIR032C,106,0.363221712
YIR033W,259,0.276716871
YIR034C,334,0.296311281
YIR035C,207,0.291765195
YIR036C,241,0.254478545
YIR036W-A,1,0.955955956
YIR037W,541,0.298586942
YIR038C,597,0.305815028
YIR039C,281,0.248597352
YIR040C,11,0.6996087
YIR041W,109,0.463123674
YIR042C,183,0.296356466
YJL001W,392,0.384453331
YJL002C,429,0.423640424
YJL003W,165,0.411696545
YJL004C,256,0.336504473
YJL005W,823,0.334400014
YJL006C,348,0.33781195
YJL007C,3,0.813813814
YJL008C,696,0.370005063
YJL009W,16,0.300863363
YJL010C,494,0.556830109
YJL011C,216,0.374239981
YJL012C,195,0.357737224
YJL013C,385,0.476432276
YJL014W,828,0.311890393
YJL015C,23,0.392044218
YJL016W,134,0.405173831
YJL019W,305,0.367757922
YJL020C,178,0.434260103
YJL020W-A,1,0.788788789
YJL022W,2,0.591091091
YJL023C,39,0.386951054
YJL024C,266,0.304624173
YJL025W,121,0.412668867
YJL026C-A,1,0.632632633
YJL026W,450,0.385392059
YJL027C,3,0.317317317
YJL028W,6,0.2669336
YJL029C,200,0.432457457
YJL030W,609,0.463363199
YJL031C,105,0.38653892
YJL032W,2,0.175175175
YJL033W,894,0.444375024
YJL034W,1308,0.336499343
YJL035C,211,0.321795729
YJL036W,342,0.344218487
YJL037W,62,0.512657819
YJL038C,68,0.427206618
YJL039C,228,0.359425215
YJL041W,398,0.351975091
YJL042W,100,0.315615616
YJL043W,7,0.335621336
YJL044C,146,0.340141511
YJL045W,544,0.311848613
YJL046W,290,0.298705602
YJL047C,533,0.303872353
YJL047C-A,24,0.374374374
YJL048C,225,0.294627961
YJL049W,51,0.423305659
YJL050W,841,0.48289907
YJL051W,83,0.376207533
YJL052C-A,2,0.374874875
YJL052W,1246,0.324770196
YJL053W,346,0.369609494
YJL054W,210,0.512922446
YJL055W,287,0.234541161
YJL056C,517,0.278193087
YJL057C,394,0.265720035
YJL058C,139,0.337222114
YJL059W,105,0.380399447
YJL060W,501,0.282773792
YJL061W,116,0.472903938
YJL062W,416,0.35465273
YJL062W-A,120,0.391324658
YJL063C,644,0.444854793
YJL064W,34,0.39086145
YJL065C,193,0.297732966
YJL066C,297,0.314317685
YJL068C,361,0.306619639
YJL069C,610,0.540748946
YJL070C,161,0.299100343
YJL071W,334,0.31255507
YJL072C,270,0.47027027
YJL073W,347,0.331253444
YJL074C,701,0.360404627
YJL075C,5,0.349349349
YJL076W,236,0.389626915
YJL077C,5,0.601601602
YJL077W-A,35,0.353181753
YJL077W-B,3,0.361361361
YJL078C,166,0.290139537
YJL079C,158,0.283479682
YJL080C,610,0.330102233
YJL081C,534,0.335162878
YJL082W,71,0.282423268
YJL083W,160,0.325688188
YJL084C,199,0.339107952
YJL085W,331,0.377909632
YJL086C,4,0.471971972
YJL087C,249,0.31125503
YJL088W,527,0.320816072
YJL089W,222,0.34212591
YJL090C,368,0.406958589
YJL091C,210,0.317941751
YJL092W,643,0.355648027
YJL093C,149,0.382530181
YJL094C,327,0.254297111
YJL095W,696,0.333147803
YJL096W,153,0.591519624
YJL097W,288,0.298545073
YJL098W,454,0.304149965
YJL099W,176,0.335699336
YJL100W,246,0.334139017
YJL101C,394,0.358752153
YJL102W,859,0.318431353
YJL103C,122,0.306880651
YJL104W,279,0.416208323
YJL105W,258,0.289304809
YJL106W,346,0.334163643
YJL107C,118,0.348662222
YJL108C,147,0.330207759
YJL109C,612,0.532851479
YJL110C,407,0.290241101
YJL111W,803,0.364884187
YJL112W,164,0.299445787
YJL113W,23,0.212038125
YJL114W,21,0.223366223
YJL115W,638,0.403579128
YJL116C,147,0.29478458
YJL117W,133,0.324964062
YJL118W,27,0.415489564
YJL119C,29,0.33844189
YJL120W,40,0.42525025
YJL121C,805,0.2960762
YJL122W,383,0.509483374
YJL123C,126,0.370386259
YJL124C,405,0.370644719
YJL125C,624,0.397646043
YJL126W,201,0.257640725
YJL127C,435,0.306743525
YJL127C-B,47,0.43963112
YJL127W-A,1,0.613613614
YJL128C,476,0.332189332
YJL129C,309,0.306461802
YJL130C,911,0.29550077
YJL131C,162,0.368856511
YJL132W,48,0.385698198
YJL133C-A,16,0.455580581
YJL133W,163,0.372673287
YJL134W,184,0.323600775
YJL135W,4,0.443443443
YJL136C,454,0.574605442
YJL136W-A,18,0.202813925
YJL137C,93,0.404781125
YJL138C,832,0.341824998
YJL139C,118,0.34003495
YJL140W,416,0.526764746
YJL141C,856,0.303987399
YJL142C,128,0.322705518
YJL143W,284,0.42811121
YJL144W,220,0.329311129
YJL145W,91,0.302390302
YJL146W,50,0.414914915
YJL147C,33,0.341917675
YJL148W,456,0.459676782
YJL149W,55,0.54954955
YJL151C,183,0.346898811
YJL152W,5,0.297497497
YJL153C,558,0.337509553
YJL154C,452,0.36399674
YJL155C,377,0.287953736
YJL156C,97,0.433175443
YJL157C,210,0.454878688
YJL158C,185,0.319281444
YJL159W,235,0.318829468
YJL160C,80,0.415728228
YJL161W,152,0.361822349
YJL162C,180,0.347397397
YJL163C,228,0.278717314
YJL164C,740,0.349295241
YJL165C,359,0.288628461
YJL166W,349,0.424080241
YJL167W,557,0.296707839
YJL168C,704,0.385725214
YJL169W,1,0.870870871
YJL170C,61,0.387387387
YJL171C,94,0.303463038
YJL172W,483,0.302414215
YJL173C,166,0.411978243
YJL174W,99,0.330583108
YJL175W,31,0.4158029
YJL176C,379,0.328552827
YJL177W,698,0.555687493
YJL178C,185,0.378075373
YJL179W,106,0.296126315
YJL180C,326,0.352929617
YJL181W,43,0.46202016
YJL182C,2,0.547047047
YJL183W,225,0.325756868
YJL184W,88,0.374124124
YJL185C,77,0.459498459
YJL186W,86,0.405708034
YJL187C,664,0.37807838
YJL188C,87,0.35148942
YJL189W,756,0.474457261
YJL190C,755,0.533341288
YJL191W,724,0.568950166
YJL192C,78,0.379328046
YJL193W,146,0.300917356
YJL194W,648,0.479888839
YJL195C,3,0.436102769
YJL196C,180,0.290184629
YJL197C-A,1,0.970970971
YJL197W,312,0.335277585
YJL198W,318,0.263886528
YJL199C,16,0.65721972
YJL200C,647,0.308975127
YJL201W,131,0.318845563
YJL202C,3,0.468468468
YJL203W,393,0.402402402
YJL204C,274,0.36228199
YJL205C,91,0.33983434
YJL206C,42,0.351041518
YJL207C,163,0.31064193
YJL208C,366,0.283283283
YJL209W,147,0.367224367
YJL210W,157,0.377339123
YJL211C,51,0.344638756
YJL212C,162,0.303457779
YJL213W,124,0.24342084
YJL214W,301,0.226981134
YJL215C,2,0.181681682
YJL216C,174,0.306898853
YJL217W,106,0.366177498
YJL218W,366,0.269870964
YJL219W,387,0.248385336
YJL220W,1,0.923923924
YJL221C,212,0.30446012
YJL222W,173,0.30113929
YJL222W-A,16,0.482357357
YJL222W-B,12,0.380046713
YJL223C,116,0.445410928
YJL225C,122,0.447053611
YJR001W,203,0.335207128
YJR002W,537,0.551767783
YJR003C,102,0.389919331
YJR004C,107,0.353175606
YJR005C-A,102,0.331743508
YJR005W,273,0.344857678
YJR006W,300,0.406760093
YJR007W,805,0.441295954
YJR008W,326,0.272385883
YJR009C,1266,0.327110681
YJR010C-A,212,0.328904376
YJR010W,528,0.334258501
YJR011C,36,0.399538427
YJR012C,34,0.448124595
YJR013W,261,0.396557477
YJR014W,392,0.356139303
YJR015W,64,0.370464214
YJR016C,701,0.306808949
YJR017C,696,0.286458873
YJR019C,282,0.349391945
YJR020W,2,0.195695696
YJR021C,121,0.364323001
YJR022W,341,0.412315541
YJR023C,17,0.441441441
YJR024C,371,0.261342205
YJR025C,159,0.358981623
YJR026W,14,0.210710711
YJR027W,43,0.363549596
YJR028W,71,0.283917721
YJR029W,21,0.281281281
YJR030C,58,0.337475406
YJR031C,301,0.350706188
YJR032W,454,0.299755703
YJR033C,350,0.306512227
YJR034W,141,0.401032238
YJR035W,559,0.368053205
YJR036C,459,0.360133554
YJR037W,7,0.727870728
YJR038C,1,0.196196196
YJR039W,76,0.335308993
YJR040W,304,0.242446394
YJR041C,341,0.418993774
YJR042W,301,0.355731146
YJR043C,264,0.442916401
YJR044C,181,0.340987396
YJR045C,773,0.321585492
YJR046W,124,0.414616229
YJR047C,858,0.358826192
YJR048W,797,0.351223243
YJR049C,259,0.30192741
YJR050W,312,0.51477439
YJR051W,386,0.287982283
YJR052W,292,0.402885762
YJR053W,187,0.464839171
YJR054W,45,0.430808586
YJR055W,44,0.395691146
YJR056C,8,0.317692693
YJR057W,689,0.293179972
YJR058C,180,0.407663219
YJR059W,395,0.257437184
YJR060W,495,0.341393919
YJR061W,64,0.357028904
YJR062C,131,0.24173028
YJR063W,624,0.418612523
YJR064W,928,0.363299722
YJR065C,432,0.294718329
YJR066W,1134,0.401737717
YJR067C,56,0.449538825
YJR068W,585,0.417561151
YJR069C,694,0.308514566
YJR070C,790,0.359683734
YJR072C,340,0.331084025
YJR073C,378,0.331638517
YJR074W,136,0.314483601
YJR075W,221,0.316379728
YJR076C,329,0.330455075
YJR077C,490,0.329120958
YJR078W,114,0.366059041
YJR079W,21,0.381190715
YJR080C,81,0.368566097
YJR082C,193,0.403792393
YJR083C,47,0.323813175
YJR084W,219,0.363591902
YJR085C,163,0.30372704
YJR086W,145,0.42381692
YJR087W,3,0.600600601
YJR088C,175,0.296645217
YJR089W,504,0.333226083
YJR090C,467,0.451843707
YJR091C,220,0.299094549
YJR092W,187,0.407182584
YJR093C,217,0.389255615
YJR094C,285,0.381205767
YJR094W-A,595,0.552025976
YJR095W,230,0.303499151
YJR096W,420,0.343174127
YJR097W,385,0.312099112
YJR098C,10,0.417117117
YJR099W,252,0.339041422
YJR100C,138,0.308845077
YJR101W,654,0.35103299
YJR102C,189,0.404923442
YJR103W,784,0.309840453
YJR104C,878,0.340691489
YJR105W,526,0.307406266
YJR106W,128,0.257374562
YJR107W,84,0.299132466
YJR108W,75,0.307600934
YJR109C,601,0.288841254
YJR110W,168,0.344886553
YJR111C,235,0.267671927
YJR112W,222,0.467201436
YJR112W-A,76,0.346109267
YJR113C,818,0.516401487
YJR114W,26,0.527219527
YJR115W,17,0.438497321
YJR116W,44,0.324028574
YJR117W,405,0.294961628
YJR118C,175,0.294551695
YJR119C,812,0.30169825
YJR120W,67,0.413757041
YJR121W,1091,0.379656467
YJR122W,263,0.350316096
YJR123W,968,0.542503247
YJR124C,125,0.273777778
YJR125C,289,0.340087492
YJR126C,100,0.261541542
YJR127C,297,0.233759012
YJR128W,4,0.415165165
YJR129C,207,0.446098272
YJR130C,230,0.358314837
YJR131W,185,0.352790628
YJR132W,547,0.301628868
YJR133W,142,0.31941801
YJR134C,115,0.291587239
YJR135C,141,0.562633556
YJR135W-A,405,0.35879089
YJR136C,70,0.435292435
YJR137C,401,0.321151576
YJR138W,136,0.352271389
YJR139C,483,0.309584947
YJR140C,174,0.329427128
YJR140W-A,1,0.942942943
YJR141W,62,0.316461623
YJR142W,385,0.271081471
YJR143C,268,0.335368951
YJR144W,177,0.358737268
YJR145C,963,0.503234283
YJR146W,72,0.463672005
YJR147W,238,0.281277075
YJR148W,460,0.317095356
YJR149W,210,0.236555603
YJR150C,155,0.312112112
YJR151C,135,0.30655841
YJR152W,238,0.303610333
YJR153W,205,0.283581142
YJR154W,166,0.303725412
YJR155W,148,0.312921029
YJR156C,217,0.312146248
YJR158W,332,0.214181049
YJR159W,312,0.300001925
YJR160C,381,0.229268639
YJR161C,55,0.420802621
YJR162C,24,0.597639306
YKL001C,463,0.308710438
YKL002W,311,0.330845315
YKL003C,581,0.452221585
YKL004W,218,0.319764719
YKL005C,146,0.368738602
YKL006C-A,87,0.513191352
YKL006W,584,0.541592963
YKL007W,190,0.335841104
YKL008C,344,0.34880811
YKL009W,992,0.540977469
YKL010C,670,0.366842962
YKL011C,56,0.398130273
YKL012W,330,0.382436982
YKL013C,136,0.382838721
YKL014C,452,0.431035017
YKL015W,141,0.345203359
YKL016C,532,0.392970038
YKL017C,292,0.292165453
YKL018C-A,2,0.283283283
YKL018W,290,0.376555866
YKL019W,181,0.344659577
YKL020C,217,0.298441298
YKL021C,534,0.472016961
YKL022C,393,0.369960291
YKL023C-A,2,0.411411411
YKL023W,53,0.328441649
YKL024C,567,0.306537578
YKL025C,185,0.312393475
YKL026C,534,0.310143477
YKL027W,219,0.249870875
YKL028W,201,0.528070359
YKL029C,715,0.324098924
YKL030W,1,0.968968969
YKL031W,15,0.341141141
YKL032C,496,0.260635636
YKL033W,301,0.343177064
YKL033W-A,148,0.357925493
YKL034W,269,0.328075287
YKL035W,502,0.325873682
YKL036C,4,0.570820821
YKL037W,83,0.407624492
YKL038W,224,0.374401187
YKL039W,102,0.30655165
YKL040C,324,0.309284593
YKL041W,270,0.333752271
YKL042W,232,0.422819371
YKL043W,220,0.341341341
YKL044W,67,0.319244618
YKL045W,433,0.406575166
YKL046C,135,0.300589478
YKL047W,77,0.438178438
YKL048C,370,0.34666829
YKL049C,748,0.344617345
YKL050C,35,0.280566281
YKL051W,222,0.271397524
YKL052C,169,0.495803496
YKL053C-A,219,0.406589238
YKL053W,1,0.955955956
YKL054C,226,0.310044558
YKL055C,407,0.291483129
YKL056C,508,0.487560395
YKL057C,166,0.402088836
YKL058W,266,0.484345248
YKL059C,276,0.413039851
YKL060C,801,0.333160876
YKL061W,56,0.364453739
YKL062W,774,0.33616433
YKL063C,15,0.218485152
YKL064W,131,0.260795146
YKL065C,206,0.278973148
YKL065W-A,40,0.404104104
YKL066W,35,0.31028171
YKL067W,1027,0.326893593
YKL068W,338,0.35422997
YKL068W-A,16,0.288288288
YKL069W,128,0.295037225
YKL070W,82,0.308784394
YKL071W,257,0.286979587
YKL072W,102,0.460646921
YKL073W,602,0.319108145
YKL074C,387,0.384477501
YKL075C,119,0.356339533
YKL076C,32,0.323323323
YKL077W,166,0.235488501
YKL078W,844,0.457386296
YKL079W,485,0.337203183
YKL080W,273,0.354545021
YKL081W,1031,0.423073898
YKL082C,432,0.514880621
YKL083W,10,0.26976977
YKL084W,204,0.320207462
YKL085W,859,0.335282896
YKL086W,293,0.325550807
YKL087C,230,0.325503765
YKL088W,351,0.299613003
YKL089W,103,0.38906868
YKL090W,63,0.327327327
YKL091C,365,0.344774912
YKL092C,236,0.362209667
YKL093W,228,0.317071457
YKL094W,479,0.282999074
YKL095W,238,0.414090561
YKL096C-B,13,0.514822515
YKL096W,351,0.325941326
YKL096W-A,161,0.334601682
YKL097C,3,0.298631965
YKL098W,51,0.369467507
YKL099C,507,0.544518878
YKL100C,168,0.312282521
YKL101W,382,0.324549681
YKL102C,2,0.373873874
YKL103C,445,0.331664249
YKL104C,515,0.283238578
YKL105C,31,0.421841196
YKL106C-A,2,0.238238238
YKL106W,433,0.396320108
YKL107W,313,0.26345195
YKL108W,138,0.464500733
YKL109W,309,0.357269891
YKL110C,148,0.34564294
YKL111C,7,0.525954526
YKL112W,534,0.41083593
YKL113C,757,0.389443605
YKL114C,428,0.322149252
YKL116C,146,0.241021844
YKL117W,547,0.317661354
YKL118W,23,0.443312878
YKL119C,176,0.317749568
YKL120W,213,0.301197912
YKL121W,92,0.326174
YKL122C,70,0.32004862
YKL123W,1,0.947947948
YKL124W,213,0.316593589
YKL125W,251,0.357090158
YKL126W,450,0.373117562
YKL127W,420,0.35315792
YKL128C,74,0.415496578
YKL129C,388,0.308419244
YKL130C,213,0.443692519
YKL132C,361,0.292566805
YKL133C,93,0.362609922
YKL134C,295,0.298607082
YKL135C,354,0.38090633
YKL136W,4,0.390890891
YKL137W,94,0.347741358
YKL138C,285,0.565463709
YKL138C-A,137,0.552691378
YKL139W,472,0.373727541
YKL140W,226,0.338976144
YKL141W,413,0.368920979
YKL142W,236,0.306997676
YKL143W,529,0.561270155
YKL144C,496,0.33351093
YKL145W,719,0.37335249
YKL145W-A,1,0.87987988
YKL146W,120,0.338238238
YKL147C,1,0.904904905
YKL148C,587,0.338689627
YKL149C,182,0.327255827
YKL150W,520,0.308233233
YKL151C,648,0.288107552
YKL152C,518,0.318382089
YKL153W,35,0.438867439
YKL154W,308,0.325179075
YKL155C,310,0.435580742
YKL156C-A,1,0.901901902
YKL156W,529,0.58058815
YKL157W,404,0.256214135
YKL159C,155,0.325919468
YKL160W,193,0.336056264
YKL161C,634,0.296612069
YKL162C,68,0.395189307
YKL162C-A,1,0.171171171
YKL163W,178,0.293810665
YKL164C,118,0.340153713
YKL165C,255,0.3708061
YKL165C-A,51,0.426661956
YKL166C,532,0.316257987
YKL167C,106,0.376905207
YKL168C,236,0.287389084
YKL169C,4,0.384134134
YKL170W,588,0.562070574
YKL171W,330,0.259471593
YKL172W,751,0.528193973
YKL173W,993,0.379504378
YKL174C,91,0.317427317
YKL175W,228,0.284894544
YKL176C,117,0.440525996
YKL177W,76,0.290145409
YKL178C,233,0.39930918
YKL179C,224,0.314300908
YKL180W,742,0.561000353
YKL181W,744,0.280772708
YKL182W,517,0.310511672
YKL183C-A,14,0.505362505
YKL183W,28,0.456599457
YKL184W,814,0.305085183
YKL185W,271,0.42354901
YKL186C,129,0.465900009
YKL187C,103,0.328804533
YKL188C,312,0.317760068
YKL189W,191,0.328815727
YKL190W,687,0.323573938
YKL191W,383,0.311240745
YKL192C,1091,0.361289796
YKL193C,740,0.282435138
YKL194C,663,0.318703319
YKL195W,455,0.381841182
YKL196C,418,0.380023564
YKL197C,302,0.30961425
YKL198C,281,0.263501936
YKL201C,136,0.324044633
YKL203C,961,0.330540738
YKL204W,214,0.322041668
YKL205W,413,0.381381381
YKL206C,138,0.447070259
YKL207W,158,0.353891867
YKL208W,144,0.407845345
YKL209C,501,0.313053573
YKL210W,684,0.336968547
YKL211C,1043,0.352565413
YKL212W,503,0.335856731
YKL213C,401,0.331436174
YKL214C,64,0.397913539
YKL215C,168,0.305889223
YKL216W,1041,0.318963536
YKL217W,302,0.323770791
YKL218C,330,0.287836321
YKL219W,31,0.561981336
YKL220C,164,0.371395786
YKL221W,153,0.338377593
YKL222C,74,0.397343289
YKL223W,32,0.612424925
YKL224C,96,0.531844344
YKL225W,48,0.64128712
YKR001C,711,0.336574268
YKR002W,410,0.382499573
YKR003W,162,0.281621127
YKR004C,67,0.446790074
YKR005C,87,0.356517437
YKR006C,149,0.557665048
YKR007W,154,0.373659374
YKR008W,478,0.304279175
YKR009C,431,0.353727277
YKR010C,151,0.32125503
YKR011C,114,0.305902394
YKR012C,1,0.922922923
YKR013W,164,0.313313313
YKR014C,357,0.373437864
YKR015C,67,0.312118088
YKR016W,355,0.341699446
YKR017C,216,0.446066437
YKR018C,14,0.323180323
YKR019C,264,0.314420481
YKR020W,204,0.325438183
YKR021W,144,0.35891447
YKR022C,89,0.397554858
YKR023W,90,0.323768213
YKR024C,755,0.418345498
YKR025W,332,0.355448822
YKR026C,453,0.298870615
YKR027W,41,0.40076662
YKR028W,239,0.285268532
YKR029C,384,0.340504567
YKR030W,87,0.355056206
YKR031C,752,0.34721956
YKR032W,2,0.395395395
YKR033C,1,0.654654655
YKR034W,421,0.318080551
YKR035C,42,0.387482721
YKR035W-A,225,0.347747748
YKR036C,190,0.334408092
YKR037C,86,0.702714342
YKR038C,529,0.265380693
YKR039W,443,0.378635972
YKR040C,5,0.33993994
YKR041W,11,0.277732278
YKR042W,229,0.283064724
YKR043C,278,0.269265669
YKR044W,5,0.447847848
YKR045C,30,0.430997664
YKR046C,192,0.323928095
YKR047W,6,0.3003003
YKR048C,555,0.345233522
YKR049C,223,0.333746302
YKR050W,258,0.305297546
YKR051W,38,0.229176545
YKR052C,236,0.343254271
YKR053C,147,0.30073611
YKR054C,500,0.337793794
YKR055W,391,0.2905335
YKR056W,788,0.355745339
YKR057W,471,0.606402581
YKR058W,182,0.327030327
YKR059W,905,0.333661839
YKR060W,452,0.570065641
YKR061W,109,0.288297472
YKR062W,231,0.421833088
YKR063C,271,0.448851065
YKR064W,86,0.339595409
YKR065C,122,0.536282184
YKR066C,562,0.294764515
YKR067W,330,0.294949495
YKR068C,224,0.417484449
YKR069W,365,0.298501241
YKR070W,186,0.2192838
YKR071C,219,0.417303148
YKR072C,302,0.303140889
YKR073C,36,0.506562118
YKR074W,38,0.40076919
YKR075C,56,0.451951952
YKR075W-A,1,0.903903904
YKR076W,369,0.318885281
YKR077W,78,0.348694849
YKR078W,137,0.286710068
YKR079C,688,0.330176106
