max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
4065,4963,6220,2100,6522
1598,3556,998,3059,3766
3429,2476,6367,6475,1767
1863,4112,1005,1899,2602
6340,5259,5699,4835,2543
6616,3768,466,531,2326
1225,5961,2637,5141,257
5000,6381,929,4700,2461
4100,208,4633,1847,4714
6464,6663,6112,4065,1825
5066,4802,4531,6251,6095
6165,5187,46,6037,3067
1766,3516,4444,2930,2712
894,6389,6321,4944,3377
3117,1307,3029,619,2327
-2,-2,-2,-2,-2
3934,1978,6062,4876,3931
6329,5768,1837,3785,1455
6106,1723,6406,5270,6013
1254,3588,2169,4789,1998
2157,5147,1299,2369,2183
4065,766,-2,-2,-2
4903,-2,-2,-2,-2
904,2244,4111,846,298
846,298,446,6560,1804
3155,1813,5996,4561,4285
2284,5801,1652,5164,170
1499,3501,5090,1744,6118
4909,2982,586,2021,2895
4908,586,3294,3947,5803
2325,5824,3259,1624,5841
4787,5031,1692,3967,4149
6596,4266,3841,667,2815
4740,276,2259,3252,2648
4915,-2,-2,-2,-2
208,1847,2027,3175,2492
2717,4107,2141,5420,6023
3428,4864,4844,569,1226
495,141,610,3019,4339
3809,4307,4321,1564,4631
1885,673,4065,4798,1067
2689,6169,4956,410,2546
3477,4454,5326,4923,3476
6310,488,5476,6280,925
6618,2056,4461,5580,192
4467,752,1957,27,5449
752,5519,5449,6256,5350
6079,4975,644,836,5430
1013,2851,3227,5676,337
6062,5993,5477,1340,424
6088,2461,6218,1206,6508
5768,4958,5647,750,1134
1389,2515,4850,1735,4874
2459,5023,376,62,4240
1448,4240,62,2458,4127
1868,3802,6338,1369,1307
4937,-2,-2,-2,-2
4197,5290,447,4789,1789
4939,4938,1302,2815,198
4938,1302,2815,198,667
4941,6316,2413,1106,3161
6388,4940,376,2413,1106
4065,5566,5843,1932,-2
2228,5456,6480,4830,360
4893,5510,1252,4323,3037
1287,3520,3152,3662,5602
3387,5774,1276,5141,257
2227,6393,5327,1622,5733
4949,6612,2820,1663,5676
4948,6394,4334,5296,3708
4065,1086,4503,5514,3685
6080,32,2373,1205,4767
561,6003,60,5733,401
6400,4800,5892,6404,3735
5761,1265,1209,4036,3789
6205,4065,5159,4435,1578
6169,3664,2689,4921,1077
52,1051,4141,1974,3982
87,3208,4340,1455,4931
102,2029,5498,6566,510
663,4369,1457,2309,1750
-2,-2,-2,-2,-2
410,3321,707,5115,2604
4880,-2,-2,-2,-2
5135,3184,3388,3872,2395
904,2244,4111,846,298
6416,6046,5264,5963,3836
6657,4281,4740,6629,5023
1540,175,2311,5844,4108
6603,1054,609,1733,1695
424,6423,1389,4285,3584
502,2869,6091,3878,3290
2643,3530,4703,1915,6178
4139,2754,4606,5404,2558
3036,5239,5185,2564,6221
1390,836,4927,6271,4439
2624,463,1086,3726,6104
5483,4836,5852,3075,2620
3858,5969,4240,62,137
4991,5514,4738,6276,4681
215,895,5207,3836,6549
3762,5865,1050,292,6135
453,2343,1263,6705,6541
2581,4418,5390,1255,2838
1729,5124,6222,989,4652
3741,3290,623,3331,2074
6145,5084,2665,1671,6433
1502,5901,4048,3742,5661
162,4557,4660,3004,5630
1477,3969,1544,529,1147
1278,3175,5060,85,5897
4979,5514,4738,2968,3432
4619,3443,6493,2385,225
4279,726,741,371,2049
6204,591,2162,2637,1518
5373,217,1434,2712,5060
4774,544,5507,5508,816
1677,2133,1433,2356,3693
467,1186,4753,2208,1208
1995,814,6703,1240,6185
6435,3327,5066,522,4278
846,298,446,6560,1804
4420,168,3896,819,6253
4516,1,1117,4234,848
663,607,4033,1899,5403
4226,5044,147,4075,6702
5187,1213,688,5555,3785
2193,1032,835,4405,5929
467,1186,4753,4998,2208
4445,3927,3359,972,6049
5448,3765,5824,211,6392
5784,5731,5634,4555,3746
3849,4984,4652,6552,813
978,5159,361,5970,170
846,298,446,6560,1804
4065,3815,-2,-2,-2
3037,3851,4215,2355,5510
4121,2395,5801,3872,4657
4396,3586,4065,1187,4229
6344,3465,372,1864,2565
2304,3858,291,2150,6070
1394,6165,2567,435,2418
4065,1096,-2,-2,-2
2383,4933,4740,995,6131
5606,425,6214,1968,5282
5606,425,6214,1968,5282
4065,4381,2562,5254,5027
4133,4084,6324,4640,2115
-2,-2,-2,-2,-2
987,2218,5782,1238,5049
4121,4515,2284,2289,6703
5516,2606,4150,1904,4911
3914,1389,1880,5827,556
314,6345,2630,4504,4190
298,3456,2220,2391,4904
1031,1110,386,249,4709
2613,2792,3990,1367,2867
5212,5553,5456,847,352
4772,3045,4310,5562,435
2565,1485,6098,1778,4263
30,6077,6489,1887,3274
259,6192,2101,229,3678
148,4564,1445,3517,1854
26,634,2474,6307,5886
4226,147,3280,6044,136
3891,1649,4717,4545,4096
3665,2150,3670,2688,5076
5046,-2,-2,-2,-2
1207,3889,-2,-2,-2
2288,2922,3049,3452,5747
1480,3613,3682,863,4788
1868,3940,3344,5306,3921
970,2980,1668,4546,1890
4610,916,1473,5345,2369
3799,4861,463,6629,3700
650,4008,6671,4844,2608
1267,2129,1548,2211,1792
2600,6234,6337,1507,3351
4818,6696,3475,4815,4004
889,6663,5855,3880,3342
4863,5735,4634,5768,4433
5595,4191,5523,5731,5493
3321,3846,2604,707,5115
6185,2829,5731,884,5355
5900,4984,4652,6552,813
5503,5379,4870,3886,6518
6435,4890,1869,2856,522
37,1852,5066,-2,-2
5555,2757,2353,4077,4359
3239,2120,3886,4717,5045
209,2473,681,2767,6111
6336,4061,2897,1145,3955
5073,507,2823,5272,1008
5072,1409,4678,703,1127
1098,311,541,2408,4467
6316,4281,139,3437,1694
2688,3670,1353,5046,3397
3955,1559,1494,6336,5071
2431,2334,4878,1478,4476
2187,3013,894,6419,596
6481,4142,305,813,6651
2356,5642,4838,1267,409
5084,6670,780,4755,6641
4051,3996,1295,4270,907
5082,3913,3423,426,5582
5086,-2,-2,-2,-2
4457,2399,3700,2700,6635
5088,-2,-2,-2,-2
332,2101,6145,6627,3679
4463,267,5312,1464,2341
1499,2543,3501,1744,6118
4278,6375,5132,2669,547
1876,3068,3870,1060,6383
6260,2965,6244,4504,2583
3813,5993,5477,726,1094
3258,4699,6009,2777,1739
2953,5364,409,402,6112
4065,0,4325,3763,-2
5100,6239,6144,-2,-2
5101,3518,6612,4549,-2
308,5098,6144,5567,4297
5099,2995,809,956,107
6219,4127,2458,6131,4933
4812,2167,2355,4215,1892
6144,766,764,6146,6143
6442,4980,2877,1831,1764
4601,5776,1328,6449,6150
6104,45,3826,6031,790
5852,3489,-2,-2,-2
3255,764,3899,2738,3491
3900,6288,5549,5463,83
3986,5815,1128,1215,4873
5066,1869,2856,2124,6375
4984,893,3002,6443,6566
1450,6331,5901,5259,2941
5891,5300,161,410,4566
1834,3561,3878,2964,5632
5761,6405,4038,1845,357
5281,4876,2753,1534,782
5148,5875,3149,4277,4417
3519,6577,4757,1669,6521
5382,1637,4065,2004,4606
1143,1768,4052,525,3094
5124,5122,493,464,2704
4984,377,6539,5123,1385
2909,1694,2372,334,175
2144,1502,2543,4023,6354
2737,3400,-2,-2,-2
5144,5145,5129,5720,308
5285,5145,2010,5210,5128
5366,3212,5199,128,746
1351,6652,5553,5142,5456
4984,2669,547,708,5091
5254,2473,4180,1801,1678
900,1121,2365,3133,1845
1121,4964,3388,3184,3698
6199,1513,738,881,5359
4974,4814,3916,2850,8
4558,3867,366,4662,2601
5140,493,464,1554,2704
5530,5076,6499,5139,6433
258,5142,121,120,1276
3375,5561,258,3433,1510
4532,753,2719,5170,5216
5145,2010,2024,5128,5129
5144,5129,5128,5196,5195
5788,717,6043,6020,2207
1767,3052,2157,4900,1968
5875,4417,837,3617,3466
1507,5057,6234,6337,2600
2631,1897,2417,5471,5855
1331,6405,900,5761,2498
1908,6563,4677,2322,5163
5588,424,3131,1753,1751
4065,328,2490,-2,-2
951,780,4755,6641,5156
1284,3087,5155,1823,2297
6316,4861,837,4277,6124
6012,4132,3839,5193,6320
3315,3878,1834,4822,5632
368,211,142,5499,5732
6654,975,4311,4377,4108
670,5043,5895,2123,4680
2096,2322,5152,2493,4677
5801,2807,1652,4121,838
138,2410,2781,5956,5980
5451,2047,4506,2049,4346
756,5029,3137,5006,2814
-2,-2,-2,-2,-2
4974,3617,229,5137,4810
753,2719,5143,5216,1103
-2,-2,-2,-2,-2
2924,2197,1182,1442,320
6400,2247,1236,1675,5880
5066,1869,2856,802,6375
3385,1206,981,5684,822
1181,5207,1537,4602,404
6405,4038,5761,6265,1845
4040,5526,6093,6215,6463
2915,2122,5453,422,1867
846,298,446,6560,4879
-2,-2,-2,-2,-2
3218,3509,2244,1095,3888
4795,424,6578,6129,4216
298,846,446,6560,4879
4974,2453,5250,5239,5781
1974,1934,492,6173,1189
1335,4241,3785,5385,5006
2345,5912,6490,205,6322
3973,2056,6224,1127,4704
6435,3327,5066,3769,522
2352,236,5621,1933,3584
2517,1845,434,2225,4036
5624,6320,3949,1005,5158
1998,4062,6079,1170,2773
5760,1984,4195,5196,5145
3846,2220,6291,5593,1100
5647,750,1134,4931,5768
153,213,6587,3861,4984
3212,5366,128,5925,4452
2561,3153,1919,5205,5196
1419,3727,1627,2175,4530
1863,221,342,3887,3802
5555,227,4169,3332,2469
5210,5207,5206,5202,5209
4491,2441,911,536,48
3054,5204,5523,5414,6378
5176,404,3625,5204,537
4705,3914,1880,4598,5419
1340,746,4929,1574,5418
5204,5285,5129,5207,78
846,298,446,6560,1804
5456,6343,3104,5037,352
4065,1972,6163,3501,6043
5212,-2,-2,-2,-2
4424,3262,2985,6367,3429
2719,753,5143,5170,1173
638,2619,538,2038,3916
618,1861,3820,3108,569
6595,3710,5385,6648,4187
3555,3223,3062,1305,6194
5222,5220,-2,-2,-2
2102,3511,4865,3646,590
5791,626,4338,5874,5224
5390,4418,1255,3887,2047
2366,6480,6400,1556,1981
5227,5233,5242,5241,5237
5226,-2,-2,-2,-2
5066,2808,1869,2856,2174
3059,2796,4694,4737,3824
2535,2474,284,2630,3746
3558,6569,2916,3817,5955
5231,2823,5887,5297,6403
5226,4740,5242,5917,4281
3146,1744,1129,3672,3713
4000,1792,62,6461,659
1639,5709,938,2270,6588
2310,3018,2879,5999,596
-2,-2,-2,-2,-2
4974,5250,5185,2453,4814
410,5115,3664,1383,4962
5431,5945,3474,5545,3583
988,4278,2836,3126,2857
2908,6466,428,6615,3307
2946,4315,56,4984,1418
4779,4344,1247,4806,2033
2305,4995,878,686,1834
5957,4312,1469,4443,2374
2585,5919,3568,3931,4929
3793,2157,489,1193,5829
4974,5239,2453,5185,4814
3327,5066,522,4278,5000
4390,4392,869,100,4612
898,1609,276,4743,3591
3561,3867,3878,1196,6405
2366,6480,3576,1981,1644
2226,410,526,3596,3664
1998,5900,148,721,4652
5900,148,721,4652,6552
855,4884,1450,2941,1200
5259,3072,2947,4475,1818
3600,1468,4312,4623,1511
3940,3645,6492,5766,1761
2440,3072,5260,2947,4475
5265,3946,4836,5963,3836
5264,-2,-2,-2,-2
1532,1983,3884,2126,3027
4065,3446,3437,1532,-2
1587,4065,1337,2608,6377
5900,4652,1894,3517,3384
6106,1723,6013,4736,4692
5272,5280,973,727,2338
5271,2010,2823,6146,764
5471,926,6663,6569,3817
4784,891,288,6407,2773
4303,2449,1625,4702,3444
1320,138,2410,1983,2905
3096,900,6009,4051,435
4577,2044,669,2648,1127
1991,2288,424,1133,3452
252,4871,5271,1552,2966
5118,4876,2753,1534,4186
304,1900,1968,5606,2855
3153,1993,3129,3866,1349
904,2244,4111,846,298
5129,5210,78,5289,5453
4104,6472,6291,4158,2195
799,3548,3286,4809,1825
4065,685,4339,3215,5287
2773,3571,1005,2875,3713
4197,741,1632,371,4937
3666,5896,2284,6089,4349
3568,5919,2533,1745,2891
-2,-2,-2,-2,-2
6508,4783,3440,1525,2068
4212,777,213,2340,1157
5351,469,485,2211,2151
5298,5232,6403,2536,4301
3848,5174,6061,5228,2474
876,5555,5436,5183,5651
3321,5115,4566,1681,161
846,298,446,6560,1804
6430,2206,1663,3262,1003
4547,911,2006,238,48
4469,4743,6093,3606,2150
2852,4084,2976,729,2630
5051,462,3344,3940,4722
6575,3072,2947,5260,4475
5891,5115,4626,707,1155
120,1275,845,2153,2036
3674,378,2853,6340,6319
6005,4012,56,6284,6422
4463,4450,2338,2193,5089
4125,6181,6388,4701,3338
557,2077,4412,4988,1691
876,288,273,4457,187
2924,1589,4065,2602,2340
5318,1003,1002,2864,5917
5317,1003,1106,4740,376
2290,309,5921,6647,1019
47,424,3429,5952,6367
4697,852,1951,4522,2937
6233,5339,6101,4645,6115
3825,4281,938,5236,5023
1111,171,6313,1876,3179
3909,2304,4644,4393,1308
3514,5325,4922,3477,4454
913,1865,5413,4377,3526
-2,-2,-2,-2,-2
3375,4011,4713,5369,3637
522,3816,831,5792,5886
215,4364,4980,5318,5565
2671,2220,1009,5301,6291
3516,2609,6552,2853,2351
2850,5514,6375,406,4849
1143,5380,1014,4612,4497
6056,6575,4174,909,2526
4294,2250,1295,2448,3476
1236,5173,6400,1675,1966
551,4580,4569,6562,4327
4778,16,5747,5502,4101
724,4958,3352,4114,2153
211,5499,5732,5803,2611
4476,3564,4878,4637,4988
533,36,2821,4230,2396
51,1876,1279,3681,4199
207,2277,2945,6280,5476
2216,5792,522,2461,3961
56,1418,3707,6130,6284
5350,6375,-2,-2,-2
543,1140,2944,4091,6472
5296,5356,5350,174,1269
6249,1761,3690,3251,1215
6203,5693,2139,916,6634
2552,4756,5894,3409,2106
2848,2534,2829,2466,694
3772,187,656,3571,1005
3703,3976,6093,4529,4428
5359,2823,-2,-2,-2
5604,2119,4154,5136,5695
5895,2799,4211,297,70
2302,4204,5967,3290,6350
6413,2163,1810,6190,3180
2187,3013,3152,2890,3972
463,2633,5504,2936,731
925,2049,2277,5346,6280
5199,940,3212,2548,1998
6499,1499,5090,3619,6118
4984,3988,1427,989,3763
4011,3949,3375,5329,5561
205,2568,2767,6322,1055
3558,6096,6569,6061,6095
5371,4499,5380,5370,5382
4995,217,1434,2712,2272
6354,4555,2887,1279,5675
5408,4626,1533,2604,4566
5259,1450,2941,4668,1179
2358,6146,3313,4851,5714
1919,5522,938,3671,988
4870,5065,3804,5985,2652
3339,3913,1387,2847,5335
4567,2242,5814,2194,1569
1326,571,4019,3599,4790
3562,1128,3986,3507,2187
4671,6632,4383,2300,1662
3710,6648,4187,1162,344
2554,1805,2297,5156,1997
2552,3409,4418,4756,2106
3936,6646,3663,3706,1557
5388,1623,1902,4237,5390
1439,1255,3360,3887,2309
6075,4545,3392,2425,4718
640,3905,5691,4842,450
686,1159,3316,678,2517
4335,5861,4033,4434,6635
1957,2333,2309,1724,1750
4801,6595,643,4187,145
1987,1792,5235,2589,5859
5254,1776,1764,1299,1139
5400,1983,3384,-2,-2
3636,3505,4416,3662,2058
4065,3055,-2,-2,-2
22,4290,1798,3446,5335
607,2612,3182,2611,5515
2754,4973,4606,2430,2558
3789,5761,6405,4954,1209
2821,5344,4230,36,533
4491,4447,2781,5665,2441
5891,161,1474,410,4566
5006,4270,4051,1180,3996
5006,360,4669,512,1748
6410,-2,-2,-2,-2
813,5064,512,5012,6377
2234,6654,6166,2084,1289
944,6530,22,3054,751
6187,2314,424,2883,4628
5885,3563,344,5651,5965
2601,5138,5826,238,902
6376,988,5991,1951,6061
5827,3914,5394,4434,4705
2141,2717,4916,6023,4817
2756,3618,1299,551,-2
2583,2656,5414,6480,2543
1182,3066,429,1212,3392
4335,469,48,2693,4480
3100,3306,954,5731,3902
6325,5995,2529,5996,5556
846,298,446,6560,1804
846,298,446,6560,1804
5430,-2,-2,-2,-2
6079,4293,31,5390,2084
5945,5241,3572,4867,4467
5508,6169,410,526,5507
2515,3459,2241,2050,3588
5000,6381,5734,406,6168
4285,827,1853,4807,5822
3540,5981,3036,1971,4090
1362,1389,907,3062,5819
4634,87,4383,1662,3438
5251,4299,3327,5174,3924
3235,3245,3241,479,3239
3445,3617,229,1277,3869
6518,431,2301,2908,3140
4199,3587,6565,1357,51
2106,123,2667,5445,1042
5444,6596,4266,3841,15
4202,3886,4534,991,1547
1526,3354,4223,6584,2264
6627,2547,6091,4137,502
27,1920,1130,752,5519
977,356,4506,505,5451
2047,4506,5166,2049,4346
1637,1320,5769,2796,3907
5538,2122,4396,2915,5179
3364,3036,5981,6221,2400
4294,1295,2250,5597,836
5553,5212,6480,4830,5142
-2,-2,1024,1684,1617
6427,2519,5609,1657,285
4851,5460,2017,2016,4852
5459,2016,4852,2017,515
479,724,2153,2018,2415
2019,580,4744,2742,1030
5464,3661,1619,5549,1945
5463,5466,5467,3661,3005
4597,1712,4081,2744,4595
5467,5465,5464,5463,6288
5466,5465,5464,5463,6288
4417,3753,3617,6431,5186
-2,-2,-2,-2,-2
3892,806,1987,137,4644
2631,6569,5273,3817,5955
5471,-2,-2,-2,-2
6319,3742,1286,4380,378
2771,2687,-2,-2,-2
4051,589,2687,4542,6223
2945,6280,207,4346,6310
5993,5488,4929,5094,3991
4285,827,5435,5822,1853
2224,1740,5695,6638,4154
3849,1427,2664,4984,2938
3688,4351,1469,1649,2896
4735,572,363,2617,2065
4977,5852,6228,2368,5482
1161,2832,2768,6022,885
3858,917,6396,4240,62
3036,2564,997,3632,3407
4631,2289,1160,6682,2284
5477,5993,4102,3813,4022
3872,2395,6690,3989,2752
5851,4065,2150,713,1037
4921,2689,707,4956,4607
3441,565,6038,6491,6172
2848,2829,5731,5573,2534
6572,2493,2075,-2,-2
6382,6243,975,4311,3132
285,1657,6586,4468,2381
4576,4680,3527,4319,5254
3431,4959,3918,510,1035
5342,2611,211,5732,5803
4088,1015,3173,1860,3390
6059,1003,4636,1427,1973
4778,16,5340,5324,2288
3886,5065,2120,6518,2652
5364,2961,733,2641,1300
733,1106,2372,2045,1796
509,3560,4490,800,3675
6169,3609,6346,5508,1398
526,3609,2689,5507,5432
6020,1721,802,4802,3111
1252,3037,5016,6068,2355
4065,451,2635,2349,2926
5653,2640,251,5557,5864
5512,6420,-2,-2,-2
4738,4979,6276,4991,3432
747,3497,2126,607,4579
5031,2606,6705,1904,4150
4615,1181,5684,708,407
446,1920,3798,4860,1130
27,4926,5449,752,4925
6397,2373,32,1205,6080
3247,3114,374,1285,961
1901,4760,2424,1748,2853
5414,22,751,6530,944
1869,802,6375,1721,1140
1428,1870,2943,1519,522
5178,3145,256,3144,6136
5529,5528,2435,2672,3654
5529,2672,5527,2435,3653
5528,2672,5527,1799,2435
1554,5140,3105,3962,3403
4130,2167,5003,4812,5103
998,6612,1072,1538,1032
1306,1799,-2,-2,-2
2644,1878,1104,6040,4008
5967,5157,3213,1987,6249
3993,3141,3835,2989,2052
561,96,5619,35,5765
5453,2122,2915,1867,4396
5540,1868,3506,4061,3654
5539,1868,3506,4061,2652
2667,2802,2513,4006,4040
1944,5565,240,2763,5071
1548,3489,5544,5542,3703
1027,3658,2087,1717,4573
3474,5945,6249,2757,5241
3618,1411,1331,4778,771
5377,3201,1760,2873,2362
81,579,3204,2738,1618
3661,5463,1619,3900,2020
6187,2617,2065,424,6383
3313,5195,4812,319,2150
1320,5769,1637,273,5670
4830,5456,3104,692,2292
2916,3724,5892,2166,2433
5203,2306,5396,4340,4187
5426,6423,6325,3913,4970
5512,5864,4304,2215,2640
2318,8,4015,58,4814
3327,3769,522,5000,6381
4665,6269,3991,5919,4754
5142,120,1275,1395,258
472,4772,4310,3045,900
1070,1144,4741,-2,-2
-2,-2,-2,-2,-2
5542,1944,4364,240,5100
1019,1329,2962,5348,5778
366,2169,5968,5100,6144
520,5604,812,2041,4796
1540,4968,2191,32,175
6557,6558,2901,2192,1876
4044,194,2367,-2,-2
6439,5051,1920,2101,271
2848,2534,2829,2466,694
2856,3565,1423,3111,6251
1339,5585,410,2294,1632
2045,4065,-2,-2,-2
1180,4213,907,3467,1389
5239,4183,1542,2419,2453
451,962,3396,1905,1734
1493,5762,4605,1311,585
4954,6405,1273,4065,5580
6145,1091,332,2668,5084
3741,3290,183,6047,5761
3408,2517,1214,1310,4038
2553,2201,681,2649,2859
4503,1645,4089,1344,878
6067,-2,-2,-2,-2
3222,5153,5589,1254,4065
5588,-2,-2,-2,-2
-2,-2,-2,-2,-2
3258,4699,6009,2777,1739
846,298,6560,3643,2456
846,298,446,6560,1804
5066,5174,6200,1567,5954
751,5523,5061,4730,5414
141,3786,4666,13,4622
5455,3874,1295,4294,5337
3700,5599,617,969,6024
5598,-2,-2,-2,-2
2328,3293,3294,2072,685
2328,5600,3293,18,3698
3361,6249,4412,3251,519
5604,-2,-2,-2,-2
4154,5359,773,2119,1364
6527,3861,4231,5025,1968
5025,1968,4740,4933,2459
4160,1681,6292,170,4667
3714,5142,258,121,1276
6378,5884,1025,2015,3655
2948,6450,666,5107,2639
3329,5489,2836,6023,6242
3348,3604,2766,1799,6053
3181,792,1789,133,3968
950,5257,4558,4662,6117
3857,194,5078,1841,2699
3553,160,3499,3807,2305
6125,4400,6358,6178,5504
6637,3505,3662,2323,631
1957,1255,3887,6437,1216
417,4431,1558,2159,156
236,2352,5191,659,4197
692,3135,6027,360,3929
2571,3170,1735,4874,6373
5193,6320,3949,5866,6051
3822,4053,5501,161,294
1200,6005,370,1426,3578
864,3699,472,5971,4614
665,2727,4025,4007,1176
6590,6509,1685,2761,6001
5066,1869,2856,6375,1721
4687,6440,1444,6477,3678
5116,1834,3878,4822,2964
-2,-2,-2,-2,-2
2826,4299,5011,5630,5190
5215,5839,4424,65,6128
3774,6507,207,3172,2253
-2,-2,-2,-2,-2
2253,6507,207,3774,3172
984,2459,1003,5318,4740
5641,4065,668,-2,-2
5640,4065,-2,-2,-2
4127,2356,45,666,3726
939,3208,3352,5885,6455
1840,193,4051,4270,1180
1590,623,6036,3015,4742
1076,256,3472,4605,5091
344,4931,750,5197,1134
2267,4331,5921,412,1329
1066,732,3796,6162,3494
2832,1206,1161,981,3385
3563,344,5965,5416,343
1393,4667,2247,1352,6084
5864,5512,2640,1251,4721
3099,2568,2649,1324,4143
4335,6375,158,1972,-2
153,4828,2651,4211,2477
5658,4139,2743,-2,-2
238,3798,2985,1561,4860
4105,3313,5843,5656,4812
88,2632,4189,6241,4813
6428,5554,3807,160,4273
5006,4270,4051,1180,3996
1275,5006,5112,4270,6624
6364,3274,2171,4819,2712
4491,2387,5407,4447,2441
1067,673,4449,4920,1885
5627,4065,6176,2472,6411
1164,2710,3417,3568,1745
4447,2387,4491,5419,4824
4352,5215,5839,1320,1167
5737,5908,873,400,4038
3914,5827,5394,4434,4033
4335,469,5424,2693,3866
2164,707,2240,6169,1474
954,3306,3100,3902,5731
4928,1789,1851,6233,4948
1222,4775,3091,996,923
1023,3737,6057,6051,5679
5678,2784,5498,1930,510
846,298,446,6560,1804
846,298,446,6560,1804
2805,566,4116,6338,27
2140,4815,1279,267,5998
5517,1206,5175,981,3385
5684,314,885,2009,6186
4000,6431,3693,489,659
1128,846,298,446,6560
3833,4861,4579,5845,4789
3539,680,2780,4368,4284
6088,6218,9,4835,5443
5435,3905,450,6281,4572
6145,2668,5935,2399,705
907,2367,4213,6203,4419
5696,5693,-2,-2,-2
2224,2817,1740,1364,6638
2624,4461,4497,3419,4976
2381,4166,1818,3220,3428
2196,3635,237,1169,4311
2543,1919,2144,3402,3960
3348,1799,4816,3329,5612
2145,6371,4602,2832,5700
2848,2534,2829,2466,694
532,1558,156,417,3891
4324,6375,3676,5509,694
2344,555,5862,4543,4610
6595,4187,4383,2300,1662
4294,1295,1321,836,4776
2637,1186,2208,335,1219
5236,1639,2270,938,3384
6164,-2,-2,-2,-2
4743,1609,2742,4601,1767
4130,4535,4771,2167,1892
-2,-2,-2,-2,-2
2355,2072,2328,6146,2356
3022,5742,1727,5741,3196
3043,2625,-2,-2,-2
3485,2667,1042,6081,1475
3190,3119,2675,3200,575
4812,6141,6142,4221,1892
4685,6430,2048,4729,2854
6430,4729,2854,4761,6411
3196,5726,3180,4075,3186
5548,3491,2362,4076,4588
5725,5726,1760,4484,4069
5724,5726,4069,1760,4484
5725,5724,6410,3891,4069
4065,5769,-2,-2,-2
6246,767,-2,5729,1684
3200,3484,4263,5728,3196
768,2091,6288,1713,247
2848,2534,2829,2466,694
6392,5342,211,2611,5499
705,1694,2305,6428,160
3769,6381,929,4700,6035
2186,5060,4863,217,4374
5574,3039,708,5792,831
5671,5908,400,4038,5177
4491,238,3355,4447,6635
4065,1172,4277,2329,1490
-2,-2,-2,-2,-2
5743,3648,1976,3022,579
5715,4588,4120,2995,96
5741,3648,817,3617,1264
4065,4335,1972,166,-2
5746,1141,2484,3193,4840
5745,2429,4634,4105,2133
2288,16,910,968,5811
4065,4636,5747,1601,1468
2093,4613,84,2299,5562
6185,5063,3475,3328,6692
1868,1983,6075,3921,1548
6614,1156,3383,2791,5073
4366,294,4954,6405,5981
2977,5508,6689,2908,1354
5301,2669,5630,3116,5091
975,6654,5161,3132,3873
739,1219,2637,1518,1981
5759,2690,4008,5760,650
2131,4011,2840,4312,3375
2212,213,3286,6373,3270
4954,1265,6405,4038,4319
4093,2986,5381,2242,4605
4065,5762,5761,5737,6623
5420,4817,2717,6023,3064
2813,2263,4535,4740,2810
5262,6162,5415,2430,1773
74,5206,-2,-2,-2
4931,5647,1134,2937,4958
5452,1167,1529,5552,4984
152,5971,2542,2464,3025
2773,6405,31,4954,3801
4968,2191,4377,1540,4176
46,3755,5801,1670,3543
3637,486,3375,129,565
5797,3051,2461,2306,4675
4601,1609,1328,953,957
2165,793,3610,6538,5778
2052,207,2764,6578,5777
4020,4789,4101,3728,6199
1331,1419,5562,5749,4634
6593,5185,4814,4974,5250
3138,987,6331,1238,2602
3703,974,914,1548,2101
2346,5731,1345,1279,5573
2667,5894,4462,2106,123
1198,6171,4029,1216,4277
1773,4492,6124,4681,6247
5146,4482,789,1916,1127
372,3,5790,995,4
2663,3103,1243,3756,4617
626,4338,5223,5874,-2
522,5330,3816,831,5886
6405,4954,1389,3262,4984
1695,189,6603,4748,3286
789,6134,475,6610,1989
3780,4187,2209,3350,6476
2113,5775,2461,1385,3769
3703,5357,2501,2990,3616
846,298,446,6560,1804
177,6488,3576,4582,6289
6664,4053,4121,3617,6692
3979,424,1853,4285,5822
2611,5342,6392,5499,5732
5805,1962,2398,641,2397
5871,3310,2760,3418,6114
1997,2309,4598,3299,1750
851,2645,23,2840,4655
5809,5808,3397,3066,1098
5808,-2,-2,-2,-2
6420,1045,2182,3689,1224
2571,1306,6373,5747,364
5813,-2,-2,-2,-2
527,5985,3552,2917,943
2194,4108,1569,4377,3873
5111,694,5573,5355,5702
3133,1156,813,5803,3625
6606,3495,5190,2975,783
3599,3037,3851,1252,5382
1389,907,5693,556,1960
3148,3813,5094,3968,5993
5822,2434,2527,4196,1487
424,47,4285,1853,5435
2046,920,1295,166,3148
2325,4910,3259,1624,5841
342,221,1863,3887,174
2601,2097,4072,615,1585
4705,1,1880,5419,1566
1934,736,492,5186,2154
41,1193,2555,6465,220
1773,820,4792,330,1542
932,6469,4840,2502,1916
1997,186,1650,5868,1212
3381,695,6532,3857,2961
846,298,446,6560,1804
5937,6405,750,3768,531
85,3138,3735,2492,4463
1554,476,265,3451,6207
4644,105,1743,1732,5235
4424,3262,6367,3429,403
5841,4681,5272,-2,-2
2325,5824,4910,3259,1624
27,176,6391,3580,6617
3072,5260,2947,4475,1818
4968,2311,4176,4516,175
1738,2751,5960,4715,6051
-2,-2,-2,-2,-2
2102,3511,3646,5222,4865
5390,4418,3887,1255,2047
383,6163,1424,2417,0
1036,5521,2766,3534,1245
3880,4405,4800,5007,5853
998,6093,112,5483,3715
5851,6661,6659,5855,5852
1477,3969,1544,1297,529
6569,3817,5955,6663,5231
3258,4699,6009,2777,1739
1000,6053,2402,2130,3960
