max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
1880,5395,6474,2333,4269
6119,3258,5591,5095,2083
2469,771,4831,3332,3040
907,4162,1389,5693,1090
5945,2031,6615,3674,1964
641,2398,2397,5804,3609
1548,5677,5186,1027,376
1966,2031,2061,6270,2016
1966,-2,-2,-2,-2
5934,4135,1833,770,1236
-2,-2,-2,-2,-2
5606,2459,2855,4740,4933
1970,4065,-2,-2,-2
1969,4065,-2,-2,-2
3540,1310,5981,5117,4366
1691,3775,876,4839,620
3849,5900,148,4201,4984
1189,5186,2576,3149,492
-2,-2,-2,-2,-2
579,96,2362,2680,5548
1978,-2,-2,-2,-2
1977,1761,2637,3370,5352
4143,2767,6490,2465,2568
418,4303,3924,1632,5434
2858,5992,3576,6480,5225
2966,4171,1504,1392,704
3884,5266,2751,6350,3854
1997,6414,1014,1750,5806
22,3937,5414,2509,3054
398,6578,899,3452,2479
4657,4141,1677,1295,539
1989,-2,-2,-2,-2
2845,3290,4742,1164,3347
1989,-2,-2,-2,-2
4789,3728,1133,5279,2985
846,446,6560,2456,2124
5283,3866,3153,6110,2870
2708,4273,999,2773,4148
4999,814,6084,4826,4150
4692,4736,6013,1733,6106
1880,3969,1297,829,4683
4062,4452,2773,5257,366
4396,2572,3423,5496,3525
1892,478,4116,5103,4323
4065,1096,313,3098,2530
805,5413,5380,2928,2084
970,900,4051,2418,435
1717,826,6656,2161,2353
2790,2791,4227,2004,3677
5303,536,3312,4784,4335
4163,4356,6654,5413,4377
565,5492,4785,6491,2715
6088,5685,2580,5684,3730
5144,5272,5129,2024,3338
1995,3314,2673,3832,6118
5859,3726,1086,3181,4676
2014,2723,2542,3713,4603
2013,5725,5724,4069,4484
2519,5609,6427,285,1657
2017,4851,5460,5459,4852
2016,4852,5459,5460,515
2415,5461,823,2500,1302
5462,580,4744,3660,2742
5463,3661,1619,5549,3900
2023,2022,2024,245,3492
2023,2021,2024,3006,2743
2021,2022,2024,2743,3009
2023,2022,3006,2021,2744
-2,-2,-2,-2,-2
1567,3848,5954,5228,6605
3296,3295,2492,4450,2269
1876,3870,4617,1506,6341
3258,4699,6009,2777,1739
2462,3849,4984,2445,3517
1964,6401,2061,2016,2008
1148,5481,3820,1607,3873
4806,4779,1247,4344,5245
2294,1339,4984,3501,1744
2034,-2,-2,-2,-2
3258,4699,6009,2777,1739
2038,-2,-2,-2,-2
638,5217,2619,538,3916
2040,2522,2523,2039,2523
2522,2523,2039,4456,2871
520,4178,4796,2230,3323
366,2169,5567,4662,4558
1635,3401,3959,6629,4365
4033,5705,4543,2344,3669
6657,1635,1796,4442,6412
920,3188,623,1590,6316
5451,4506,4346,5166,2049
5720,3196,164,2549,3109
2945,207,4346,5365,925
1868,6075,1983,4512,4899
2561,1215,6331,2543,2144
5925,128,2882,5778,3275
610,3140,1780,1632,431
164,2549,3109,1753,6037
3332,4831,4833,3040,771
3334,6578,4748,2469,2463
1201,3420,2753,1534,1579
3505,6637,3634,3662,3970
4381,4169,227,1386,846
846,298,446,6560,1804
904,2244,4111,846,298
904,2244,4111,846,298
4065,-2,-2,-2,-2
5801,6664,4121,4265,2807
6187,5550,2617,879,5089
2067,-2,-2,-2,-2
2066,1674,1627,3153,3210
5295,4186,4212,3237,1157
2070,5272,6403,1465,951
3150,4474,2426,714,6491
4984,1662,4383,145,6476
5714,3532,3293,5600,3294
818,6498,1506,4778,485
3331,6002,4985,3290,2225
6627,2121,2601,2611,725
1750,4634,2309,2305,429
5314,4412,557,1799,3361
6467,5198,341,5838,3572
4874,1735,6391,1441,482
5957,2374,4443,5247,3520
3358,3731,5747,2030,360
1189,3149,1974,526,5875
3258,4699,6009,2777,1739
3097,2234,5413,6166,1289
2087,-2,-2,-2,-2
3258,4699,6009,2777,1739
620,4861,1588,463,2353
2863,703,2084,5115,695
5999,1831,2376,2531,1764
2089,-2,-2,-2,-2
5730,812,4569,768,2089
4184,2430,2835,2558,2754
4613,2299,5749,5,787
3286,3685,424,2340,931
2616,1463,3017,2143,548
5163,2322,6563,4677,1908
366,902,2601,3867,4176
815,-2,-2,-2,-2
4065,-2,-2,-2,-2
3280,3601,2101,395,2698
4355,196,45,259,5041
597,5222,5847,3511,2120
3876,1173,2342,4192,882
3258,4699,6009,2777,1739
4765,4606,4139,2754,4973
5894,1042,2824,5444,3485
-2,-2,-2,-2,-2
1567,5126,6024,6116,5320
1998,4434,2564,883,896
5929,4405,835,2341,6285
2567,4106,6339,3557,424
6296,894,6525,4489,6216
5797,3051,4849,2461,611
873,1817,5908,165,5671
6564,6373,4133,5027,6324
4498,5824,4910,3259,2325
2544,4733,3907,207,6342
2119,721,3528,1683,4715
773,5604,5359,2475,223
3886,1416,1038,1830,374
502,5824,4620,3259,1624
2915,1867,5179,5538,5453
2808,1869,5228,4091,6043
846,298,446,6560,1804
846,298,446,6560,1804
1983,5515,1532,747,3027
2280,1935,6108,4371,2712
3585,6500,1513,213,4065
1548,2353,5056,3190,741
309,3931,3714,4065,6499
5957,812,2840,1469,792
6207,4726,3173,3627,1715
1330,887,4997,804,4822
985,6026,1283,1083,1731
-2,-2,-2,-2,-2
4065,-2,-2,-2,-2
4065,-2,-2,-2,-2
2139,3525,-2,-2,-2
2369,2916,5892,2166,2433
4199,4815,1279,1357,4386
5420,2717,4916,6023,589
323,518,368,5160,2611
3258,4699,6009,2777,1739
5699,1919,3960,3402,4884
5701,4602,6371,2832,1505
2147,103,5413,6033,1289
2146,2148,48,103,-2
801,2147,3836,6318,6258
3165,3132,4223,5964,4613
3246,3683,5046,5993,5229
3870,2537,1492,2073,4988
58,2507,2681,530,185
724,2183,845,2567,4106
5828,1934,736,2842,411
5943,2189,2156,3631,1306
3938,2486,1048,1248,3985
4000,45,659,5468,4109
-2,-2,-2,-2,-2
807,2550,5620,1951,5418
6185,4984,5699,3849,305
368,5160,518,2004,826
2637,5708,335,4994,1219
5896,2840,4238,2323,369
1288,410,3321,707,6346
3610,5777,793,2164,6538
2369,2916,3724,5892,2433
4812,4317,4221,5103,1135
6102,2335,4583,3702,3807
6405,4954,5117,1845,4789
2169,384,4718,1463,3392
6422,4584,3274,6364,5664
846,298,446,6560,1804
1568,133,1745,2891,6619
802,1721,1140,5174,6200
3727,1627,1419,5201,4530
2628,2935,5838,5517,3693
2330,2982,2895,4908,401
3613,5050,4051,5020,1180
4984,1148,4019,3802,5851
5919,442,6253,374,5488
4188,6213,3711,1781,5506
2212,3286,799,2571,5760
4051,2153,1129,724,4114
4065,3756,-2,-2,-2
6350,3854,3497,1983,647
5735,4374,5060,4863,1434
5363,3972,6506,3152,5079
890,3537,2196,4311,3723
2571,5760,5623,39,1608
3689,22,5523,751,2602
5569,1384,4968,5772,1540
3995,424,438,2197,2918
4405,5007,5312,5929,1032
1569,5814,4377,2242,4108
2944,2630,1140,4158,6291
3984,237,890,5698,3537
3352,5172,2190,4577,3891
2199,4159,6502,4145,4056
846,298,446,6560,1804
876,249,2385,4992,225
2345,2649,5912,2553,205
2773,6079,6407,6661,31
1565,6161,1411,4401,1905
2205,5407,900,3548,1529
2204,-2,-2,-2,-2
3923,5302,6430,1663,1003
5066,2808,5228,2856,6251
1186,4706,702,591,1897
5796,3780,3350,1560,1044
6667,3478,5040,3995,323
1492,2307,1548,1746,1872
213,3286,3685,3270,2571
1930,2766,5612,2834,3626
4065,1775,5114,3615,1925
4721,5653,1251,4304,2640
5066,4278,5000,6381,4549
4281,6128,2413,1106,5606
267,1450,6331,987,1502
2220,-2,-2,-2,-2
846,298,446,6560,1804
4598,394,5003,4234,848
6179,1831,2588,4141,539
6141,1340,5909,3110,1377
5695,2795,2817,1740,1364
5177,2216,4549,4984,2671
2689,1218,1774,6169,5256
6393,511,916,4610,881
4943,5456,360,3929,692
2235,2228,6524,4419,1459
6055,3323,1162,2041,520
6187,5550,958,901,2834
846,298,446,6560,1804
5949,2942,522,4853,5175
3097,5413,6166,2084,1289
2229,2061,4421,4422,3294
2237,2243,962,5473,2239
2236,2243,2330,962,5473
2036,970,2567,336,3672
252,3508,4043,1358,633
5674,3321,5115,410,6169
4722,5051,5433,6001,3174
4567,5381,2194,1569,5814
2237,2330,2093,787,2236
846,298,446,6560,1804
6518,1168,3886,2301,2120
4065,1389,2602,4699,-2
6400,5173,1236,1395,3341
5359,773,1364,5136,738
3477,840,397,3478,2250
4294,4776,1295,1183,1321
374,1243,3114,5521,1285
3682,6635,4335,5050,3287
5638,5636,3774,1810,2984
887,765,3739,2872,70
4197,3390,138,2410,656
209,6618,3393,1799,2203
2167,5945,2447,59,4732
2297,2554,6253,1121,552
6340,4884,1286,3674,4384
1837,4634,1035,4958,3352
4405,5929,5007,3081,1032
951,780,5155,4755,6641
2813,2810,304,4535,5765
902,2601,2265,366,5138
2264,1962,2398,641,2397
877,3939,2647,2832,4638
5648,5921,4331,2963,4117
6435,522,5000,6381,5734
3296,2027,2492,3138,5836
3384,1639,5236,5709,938
4098,4984,989,3211,4048
4995,2712,5373,1434,4958
4065,2954,-2,-2,-2
1566,4784,3884,2937,1897
938,1567,3879,5523,4579
2211,1746,2307,1548,366
5365,925,6507,5346,6658
5832,4984,1729,5327,186
2280,4136,1456,4438,3116
2127,2712,1935,1955,930
3626,4070,2531,1831,1764
4065,1987,2589,1016,4721
4852,1508,4851,1657,5458
6703,5801,6664,2807,3431
2284,2565,5631,1444,2566
4065,3189,961,3509,-2
2244,4111,846,298,446
16,5747,910,968,818
5801,2064,2807,3431,1652
636,5319,309,3588,3366
302,4634,1064,4680,699
692,360,5553,3135,1196
4065,6002,-2,-2,-2
2034,1339,2555,1193,4984
645,1821,5106,4601,5711
6185,931,3561,4916,3537
2258,2298,5386,1121,2554
2297,4701,1625,4702,1144
84,4613,2093,2878,2670
6595,4187,3176,87,313
1448,6518,2245,5442,2458
5361,5967,5431,5945,5050
4980,-2,-2,-2,-2
3188,3909,1732,5924,1308
2548,975,1378,160,6654
4675,5142,121,4610,5141
1548,2211,1872,2276,1492
2862,1406,1548,5011,3703
6079,1880,5390,32,4369
5237,3018,2879,5999,4383
4968,5844,4176,175,3873
6662,4518,4543,5705,5815
2312,1843,2579,1422,3185
901,5415,6383,2834,958
6603,1695,6317,189,4128
4145,2315,4210,2771,6317
2318,1553,3823,3262,5558
8,4015,5558,58,4010
1135,1929,4041,53,55
6223,589,1219,3606,4202
5236,5709,1754,938,3384
4677,2493,2096,5163,6563
1469,5896,4312,2374,4443
4640,6409,5160,1212,1626
1624,5841,2116,1012,5824
2807,2284,5801,1652,4121
1307,3029,3117,619,4894
5714,3293,5600,3294,685
818,6498,2330,2964,5890
3876,3556,1794,2237,2243
3882,625,3582,4024,3041
5251,1162,1161,4349,6186
1724,3087,1207,4269,3345
5078,5867,2431,1478,92
6102,2168,4583,3702,3807
4773,804,6376,596,6690
143,6115,3781,554,3323
5312,4984,4463,2602,3880
2338,1099,-2,-2,-2
4212,777,213,2094,3286
267,5089,1852,3628,4984
4866,3801,1173,5246,882
3291,4431,4351,4757,5620
555,5862,4543,5705,2306
2201,2767,2649,6322,205
5784,1345,4047,2270,1435
3056,2602,3984,4888,6485
6117,3262,3049,1738,5635
2926,4514,3094,1341,452
6572,5757,5762,4165,782
1955,930,2712,1455,3094
5191,5621,2637,236,1917
463,3190,2129,2087,4573
6250,3584,3970,2362,2618
3851,3037,3313,5103,5714
4838,947,5081,5642,2458
3026,1715,2363,5376,2359
2356,6146,2363,5377,3949
2363,2357,2364,2358,3896
2363,2359,1618,4605,3253
3935,3949,3254,2690,2362
2738,5548,1618,4076,4588
2364,2359,2357,2360,2358
2363,2362,5724,5725,2359
6539,5134,3082,3625,2731
5225,1236,1395,505,1556
5693,996,6203,1389,4213
6485,1550,2923,4439,1284
3035,916,3404,2916,3692
1729,1125,3849,3988,1427
1188,2891,4218,5292,5248
905,2131,2855,5023,4357
6397,32,6080,4951,1205
2840,5957,2080,5247,5896
2374,-2,-2,-2,-2
4416,4070,10,3634,3626
3674,3079,860,1286,2853
1860,4335,6534,4204,2693
4065,26,522,6095,3769
795,59,2757,4065,4315
2382,6586,1657,5496,4740
2381,4579,1465,3234,4079
5023,254,4933,6131,4934
1655,4574,3748,4808,6493
5382,4150,6256,1888,6334
2387,2658,2194,2114,1215
4491,5738,2441,5665,4447
6490,146,313,1922,5367
4065,-2,-2,-2,-2
5228,6518,2618,2525,6186
2244,4111,846,298,446
4118,686,5006,681,906
5006,5112,3714,4270,4994
164,3275,3383,873,3410
3872,2752,1648,4029,2564
432,4230,36,3221,533
2398,6247,1962,641,5804
2397,6247,3806,1962,5804
6635,4457,5086,3700,2700
3036,3364,6221,3407,4974
846,298,446,6560,3643
4462,5906,5916,4612,4182
4065,-2,-2,-2,-2
4761,6392,6656,518,4620
1589,6396,3858,4298,3802
5006,4270,4051,1180,3996
5006,5112,3714,4270,4051
5074,1098,311,3887,4467
2492,4065,6478,3589,6501
2851,6206,5165,4335,1551
6051,697,4167,6049,3165
3565,4958,3208,6180,1762
376,2641,6532,2633,4861
3119,3588,699,1853,4154
823,2500,1302,2018,2516
279,2868,4296,585,6572
2631,383,1424,5150,6163
472,435,4614,900,3045
5578,503,5169,1960,5229
366,1082,-2,-2,-2
2100,-2,-2,-2,-2
2855,1900,5762,3367,3227
4065,1867,4163,948,3759
5681,40,298,735,1057
6075,1868,1579,4283,4073
3908,3150,2070,714,4847
3852,2544,4733,237,4311
975,6023,4916,2161,4311
656,1269,4429,3571,2875
4139,4184,2754,2092,2835
5078,1478,2334,4878,5867
1905,1652,4974,880,5801
5554,3035,4610,916,3404
2433,5821,2527,4196,1487
5527,5529,3074,5528,1791
1307,1431,4376,4894,4786
2620,6479,1864,4977,4864
2439,1868,3344,3921,234
2438,-2,-2,-2,-2
5263,409,1663,4236,275
6635,5205,4335,3142,5738
6288,5075,4493,5614,5994
4835,2843,1215,1053,4884
2445,4731,2446,-2,-2
5900,4984,989,4652,6552
416,871,1545,6059,4233
6335,4962,2604,2689,728
4776,1321,4294,5337,836
4303,5275,1625,4702,3444
4123,4065,5524,5684,6116
1998,4062,1099,5861,3050
522,5066,831,1519,642
4974,5185,5250,5239,4814
3501,3926,1262,4403,6008
2689,1077,526,5256,6169
846,298,446,6560,1804
6160,4655,4842,6612,1561
4219,4127,5081,4934,4933
4933,3599,2756,6249,4740
1674,5972,3930,2408,2493
3327,2268,4300,6606,1355
5900,1894,3517,4233,4384
3129,2056,4670,94,6578
3823,4048,989,5661,1568
6322,6490,3099,5912,380
2848,2534,2829,694,884
4468,53,1692,182,3059
4055,4197,5136,3835,6301
1152,1959,3332,771,2056
3697,6400,3633,3208,2867
4598,3884,1014,5806,1984
6411,5959,5932,444,526
5070,209,6575,1153,5133
5066,1869,2856,802,4278
1740,528,2795,4869,5695
2477,587,4574,6018,2819
2476,6018,4574,2776,6399
-2,-2,-2,-2,-2
424,4748,3452,398,2094
424,3452,3459,4162,398
3522,124,707,1723,3968
875,6209,1317,1885,5006
918,6602,2868,292,6370
5745,3193,4840,2502,1916
1888,6334,6352,2807,4306
1248,2156,1048,3717,3938
2489,2488,3234,-2,-2
2489,3580,2487,-2,-2
4610,6592,2433,916,2306
4065,5359,5154,389,-2
846,298,446,6560,1804
3296,2027,3138,1238,1849
2322,1908,6563,5163,4677
2634,3645,5262,6492,5766
3303,325,448,1619,244
4449,-2,-2,-2,-2
2717,6023,4916,5764,2141
6405,4954,6309,3789,5151
5612,6608,3778,4109,1776
4175,2415,823,1302,2018
5798,2990,3616,151,6177
4840,1916,5831,2484,1902
4700,2461,3369,3327,4300
1427,3849,318,3545,4201
4782,4842,3776,4322,6021
1264,994,5317,2457,1002
2615,58,5932,185,1835
63,1321,4776,5455,4294
5414,6530,3054,1798,751
3258,4699,6009,2777,1739
5925,3275,2512,1868,2882
2511,6047,4319,3408,5584
6463,3145,6215,304,6620
-2,-2,-2,-2,-2
4932,4850,1389,6373,3583
2415,5555,823,2500,1302
1214,4038,5117,6623,357
1108,6091,2121,6214,2430
6378,2015,5884,1025,5458
5559,6435,3267,831,3327
2040,2039,2523,1792,4456
2040,2039,2523,4456,2871
2040,2039,2522,4456,2871
846,298,446,6560,4879
6200,885,6269,4740,6127
4150,526,6695,6056,6575
2528,2434,5821,4196,5320
48,3760,697,469,5215
5426,3911,2061,5996,3779
2281,3252,1585,4072,615
10,4416,2281,3626,1764
51,4199,3587,1242,5345
3568,5292,5919,1745,2552
2829,2466,694,884,1336
4300,6061,2857,783,4278
3453,2535,3238,5371,6044
910,5747,16,3927,485
5006,4270,4051,1180,3996
5006,5439,3714,4270,4051
3654,5006,6192,-2,4072
3984,5006,2269,6287,4636
152,5971,5770,2464,3025
5699,3402,3960,1919,5090
4733,3907,2964,331,2427
-2,-2,-2,-2,-2
4921,2689,1218,1408,6169
1544,3969,529,4989,1477
2305,5366,1194,3621,5925
164,3109,1646,3732,2054
2159,5991,1951,6376,4268
4295,2319,3652,1533,4221
5919,1745,2891,3568,2533
2201,2568,5912,205,5585
1805,5386,2258,2297,1997
1193,2294,5829,2658,2620
6379,170,6692,1605,2064
4065,-2,-2,-2,-2
2430,2968,2754,2092,2835
1233,679,3228,674,661
2648,2505,2597,3620,4782
2889,1919,824,5200,938
6174,1376,482,3631,4501
3282,1800,3084,3375,3552
4974,3632,5486,2752,348
2566,5019,3465,6344,5039
5801,6664,2064,2807,3431
2153,3672,5021,2238,970
1055,6089,5912,2649,6322
3963,2369,6289,6545,916
6200,5190,6020,2826,2174
2212,3170,3286,5623,2189
3423,4396,2609,1999,5582
2574,4415,2552,1350,4052
2573,992,2548,2305,6082
666,1086,3726,2639,3309
1974,1934,492,6173,5186
4153,3381,2872,4471,3658
2534,2829,2466,694,884
2313,1843,3383,4967,2919
4068,6612,5906,2009,4375
4983,4418,3887,5390,2838
3641,3508,3792,866,24
6244,4504,6260,2965,5093
2,2220,4455,5301,5799
5248,4218,2891,1263,1188
804,6034,6033,2879,5999
4065,424,-2,-2,-2
4141,4110,4878,539,5989
4867,5397,3095,1607,6131
6223,589,4203,4542,3597
6459,6113,1357,2064,2304
5928,4141,431,539,715
6249,4193,4629,1763,3599
2589,2595,3749,2626,2628
6539,6020,377,2594,6360
2029,4816,2637,3096,4886
4462,5916,5906,4743,6457
846,298,446,6560,1804
1774,4956,526,2689,816
6234,6337,5057,1507,6254
366,5417,5826,2097,3867
4405,2944,6331,1032,3081
2604,2823,2069,4079,3845
5891,2920,410,3321,707
4720,426,5049,5990,2820
1904,5031,5516,4150,6705
5365,2945,6280,726,925
5055,6215,2513,4727,6136
3685,213,4212,2340,1157
2609,6072,-2,-2,-2
5803,5499,2116,211,6392
5403,3182,2611,2823,2613
5036,4457,238,4491,2399
5943,2469,4748,2925,94
2507,4845,1734,5932,4974
2777,1739,2143,5856,2086
5550,6187,2065,4735,3064
947,985,1168,2354,2666
638,5217,538,2038,3916
1864,4864,5318,4977,1106
2642,4618,4065,3180,424
91,2931,3187,5394,25
1183,2933,4294,1055,166
463,4976,4497,1086,3726
4065,5716,2157,4165,821
3212,32,172,2305,5366
2626,6208,2897,-2,-2
2176,4442,5976,5838,1796
1189,5881,3149,1974,4053
1721,5954,3671,729,5228
2417,1897,5471,5150,5955
5660,3934,3352,5885,1767
5364,2641,5917,2961,4740
2494,6424,3894,3893,3708
41,5829,1193,3207,4815
6035,3327,717,2461,4325
5142,1461,591,2162,5708
3258,4699,6009,2777,1739
45,666,3826,2948,3726
4721,5653,5512,5864,4304
376,2413,2633,1300,2936
2805,2756,2621,3605,893
4972,1367,3530,1925,4703
1878,5534,1104,4008,3432
228,3520,3890,1469,4443
6359,3279,564,6486,6428
4638,3939,3449,3998,877
2560,3762,4654,5357,3103
2201,2345,6322,205,5912
2649,-2,-2,-2,-2
5656,2654,2653,4211,2477
4870,156,5985,5379,5503
2654,3725,5877,2651,2605
2653,6109,2651,2652,6072
2656,-2,-2,-2,-2
6240,2655,1268,2660,3375
6307,6035,3848,1120,4764
2938,305,5064,4652,1294
2661,2662,2657,4722,2663
467,1186,4753,4998,2208
4785,6491,4847,714,3150
4142,5731,2659,2848,5573
3103,1243,1607,3756,5790
4984,3849,1486,1926,1427
2851,3423,5582,4413,3424
2268,6200,2216,2856,5734
5894,1042,6215,1475,2106
4413,3190,5935,5088,4457
5132,6375,547,4278,5949
165,3290,4613,6654,84
2824,5332,6265,1009,434
5528,5529,917,5944,5527
3190,3119,2675,574,575
2675,2678,575,577,2673
2674,2678,577,5718,2673
2675,5766,6101,5668,1164
-2,-2,-2,-2,-2
3190,2675,577,575,2674
2680,578,-2,-2,-2
5548,1680,81,579,3204
2152,3117,1868,2674,2742
2684,2683,6452,3784,-2
2684,2682,6452,3784,-2
2683,2682,4595,4081,247
846,298,446,6560,1804
2687,2118,-2,-2,-2
4270,4051,5475,3996,589
5076,3397,449,541,4367
1218,6636,2226,6169,410
3935,2361,3236,4820,2719
1114,3156,4496,2643,1915
2693,-2,-2,-2,-2
4335,48,469,5960,1933
2918,6467,3005,2213,2990
5894,1173,4451,4713,6174
1213,5006,4270,2211,4176
3784,4165,5006,485,3492
4270,4051,3996,5839,5215
3857,5615,5078,5833,369
268,6629,269,386,2043
2003,1840,4433,310,5863
2703,4898,2705,2942,1744
846,298,446,6560,1804
4065,493,464,5123,5139
479,4227,2120,3240,6270
5569,4198,922,2626,1378
876,6518,5985,3247,1350
6486,3807,4273,1994,2646
2708,-2,-2,-2,-2
1164,1863,5668,3417,4929
2045,5023,1635,4709,1214
1935,1955,1455,452,4995
3635,1696,237,1169,5698
3366,3588,5990,2892,309
3441,565,5492,6172,6038
1264,4690,4689,1607,4394
2141,4916,6023,5420,4107
5738,3143,4447,3105,5205
5216,5170,753,5143,1103
2029,2036,1958,923,2086
2722,3234,-2,-2,-2
3014,4161,4108,4377,3873
3181,5859,3071,1789,3762
846,298,446,6560,1804
2726,4278,2144,6340,2543
2725,-2,-2,-2,-2
2799,1475,424,5628,2732
2281,4175,3108,4073,6443
4065,-2,-2,-2,-2
3883,6693,840,1244,6694
3082,547,2365,5134,3625
4812,1892,1699,6141,4309
2739,2741,3898,2737,3894
2738,2739,2733,2741,3898
6250,2739,2741,2733,3898
2737,2742,2743,2739,2741
2743,2736,2739,2733,2741
5548,1680,81,579,3204
2740,2741,3898,2733,2737
2739,6142,1892,6141,4812
2739,2733,3898,2737,3894
5711,3052,1767,580,2019
2744,2023,2745,3009,4590
2743,3006,4081,4597,5465
593,2743,2744,1761,3784
2566,1605,2284,5801,3431
2566,1605,2284,5801,3431
5222,5847,2747,4997,4502
5093,3565,5113,3018,6244
7,4929,1340,6062,1574
5960,4579,2564,1648,3632
2564,1648,3632,3872,2395
1201,3420,2057,4876,5118
4139,2430,5404,2968,2835
-2,-2,-2,-2,-2
3599,2459,1308,6171,4277
2517,5545,2380,5555,5068
846,298,446,6560,1804
6505,6256,4502,6322,2568
5805,5871,3310,6114,3418
6001,810,6509,1685,5629
2712,4892,3588,6108,4371
1215,6331,2561,2543,2144
5925,614,128,3275,746
3248,6494,6279,6416,2766
3348,5612,1799,6270,610
2345,6322,205,2768,3099
205,2767,6322,5912,2649
846,298,446,6560,1804
6699,4730,6702,1870,3061
4984,6474,686,5303,4145
4065,794,-2,-2,-2
1998,2202,6407,6661,5771
4265,2284,170,3407,5486
715,1776,3636,1199,4979
4574,389,2384,6086,6018
3258,4699,6009,1739,2143
2779,6547,1810,3856,3828
2778,-2,-2,-2,-2
5689,4852,5065,3886,3380
6247,3136,4285,5165,1853
4958,5396,3352,1837,4634
2785,-2,-2,-2,-2
2783,1159,5679,5639,680
2783,2784,-2,-2,-2
6076,4565,2790,1742,1356
1236,719,6400,6061,4300
2866,5161,3132,975,6382
3056,2602,2193,2631,1897
4227,6076,4565,1742,1356
410,707,4962,2005,6169
4574,3748,6493,389,1683
4574,3748,6493,389,1683
26,744,1236,6357,6400
2224,2475,1740,528,460
2754,5229,366,4051,5325
1691,794,319,272,4093
6460,4667,1691,2797,2048
6332,4211,3953,5360,2727
3417,6572,1343,6437,610
1485,2886,2781,3995,2790
3145,5541,2608,5531,5377
-2,-2,-2,-2,-2
475,4279,5308,4589,6225
5682,4116,27,2642,566
4219,-2,-2,-2,-2
6703,5801,6664,2064,3431
5066,1869,5228,2856,2174
-2,-2,-2,-2,-2
2813,2263,1649,3599,270
-2,-2,-2,-2,-2
2813,-2,-2,-2,-2
2810,2263,5765,3599,2812
677,4847,2426,2070,126
2814,667,198,6596,4266
5254,623,1591,3290,4613
2224,5695,1740,1364,6638
526,707,2599,3664,5891
3791,6018,1683,4574,2476
4335,5424,5394,469,4809
36,3221,533,4230,5344
3171,441,4137,1303,6188
1008,5272,6502,6546,5913
2671,2106,1378,1919,5177
2268,4325,4300,6061,924
2808,5228,2856,2174,6251
3301,3721,276,4345,5969
3542,1665,3565,6527,4231
2848,2534,2466,694,884
2832,-2,-2,-2,-2
2832,-2,-2,-2,-2
6371,5650,2145,4602,5701
2835,-2,-2,-2,-2
6187,1632,5550,1785,3068
2754,2092,4184,2558,2430
4300,2857,4278,1654,988
2838,-2,-2,-2,-2
1863,3887,6306,221,4418
2838,-2,-2,-2,-2
4443,2374,2131,5957,3544
910,4921,3664,968,6169
736,5828,774,1934,3058
4835,2443,1215,4884,407
1484,2553,2253,1738,520
3290,1989,6281,3347,472
6281,1935,2853,378,6120
3339,3913,5380,2928,3793
694,1336,5702,2829,2466
3155,5116,2964,5286,440
4814,5137,4974,5185,8
337,1551,2410,6206,138
4084,2474,5305,2976,5524
1286,3079,860,4648,1291
6261,6262,6411,5721,6430
4740,4281,1900,2633,1968
5066,1869,6375,1721,6605
2535,6061,4278,783,988
5992,3576,1981,2366,6480
5585,5912,5188,1073,6263
2861,1406,3703,2862,1403
2860,5654,1292,5973,3156
1406,1548,3703,2308,2860
2088,5819,1378,6062,153
4864,2413,376,6388,5606
172,4364,6412,1900,4442
6654,975,2788,4311,6243
1461,591,2162,5708,3341
918,585,2416,5919,6370
4971,4137,502,6091,2121
3866,6110,1993,3153,6005
2040,1753,2039,2523,2522
4153,3658,1027,2577,4601
4752,2044,6188,3731,6114
6249,740,1414,190,4126
656,4429,3571,3586,1578
913,1194,1420,6486,3621
3433,2887,46,1510,1821
4613,2299,2670,84,2093
3018,596,5999,5237,2310
220,4350,4619,1763,1814
5636,2253,1810,5638,5653
5925,3275,1457,4452,663
5415,1744,1129,3672,4809
4029,3529,4019,3431,1605
1270,4155,817,5250,5185
4671,3541,5384,3459,145
1510,5142,440,6299,4097
776,548,3818,4931,6326
2561,824,1748,1919,5269
1323,3152,5363,2187,3013
2585,2371,5292,2552,4929
3366,1366,3588,6462,1341
4065,-2,-2,-2,-2
112,5852,5724,5725,5726
154,2982,2941,1450,1200
6520,1649,5481,3688,1469
3955,6336,1998,5071,3050
4065,766,6393,5115,-2
2900,154,3946,2895,3496
2899,-2,-2,-2,-2
3437,4574,2945,5400,6557
1991,2288,3452,3366,4720
4577,4876,5118,4681,2269
1582,900,495,782,2929
138,2410,914,1983,5276
4735,1337,6175,1802,116
2908,-2,-2,-2,-2
1448,1902,2458,4219,5442
5125,4281,2372,207,1694
6388,2864,1472,295,6064
4065,-2,-2,-2,-2
560,5566,4482,2966,1971
2244,4111,846,298,446
273,3359,4445,187,288
5554,3035,4610,3558,6096
5554,3035,4610,3558,6096
5813,527,4351,3552,6520
3005,2990,3009,2763,2694
4967,3061,2827,469,2043
2604,410,3321,5408,1288
6435,3327,3769,522,5000
5049,4720,3073,6032,3410
433,2368,4439,6485,6271
5316,5172,320,158,3780
5943,2056,4748,1149,94
2349,2351,1955,3094,930
3302,4435,6634,1268,3350
1387,4155,2002,6240,2847
6541,2938,203,1926,1748
4444,2312,4892,1766,2712
91,25,2622,4670,3187
